signal_time,entry_time,direction,confidence,volume,entry_price,sl,tp,sl_pips,tp_pips,exit_time,exit_price,exit_reason,pnl_pips,pnl_dollars
2024-08-07 06:00:00,2024-08-07 06:15:00,buy,0.45099902062386743,0.01,147.08499999999998,146.78499999999997,147.68499999999997,30.0,60.0,2024-08-07 07:15:00,147.68499999999997,tp,58.2,5.82
2024-08-07 09:30:00,2024-08-07 09:45:00,buy,0.40612364035566306,0.01,146.59599999999998,146.29599999999996,147.19599999999997,30.0,60.0,2024-08-07 10:15:00,146.29599999999996,sl,-31.8,-3.18
2024-08-07 14:15:00,2024-08-07 14:30:00,buy,0.41128743172117616,0.01,147.14199999999997,146.84199999999996,147.74199999999996,30.0,60.0,2024-08-07 17:15:00,146.84199999999996,sl,-31.8,-3.18
2024-08-07 21:00:00,2024-08-07 21:15:00,buy,0.42654794900886667,0.01,146.97899999999998,146.67899999999997,147.57899999999998,30.0,60.0,2024-08-08 00:00:00,146.67899999999997,sl,-31.8,-3.18
2024-08-08 02:00:00,2024-08-08 02:15:00,buy,0.4301093247564591,0.01,146.06099999999998,145.76099999999997,146.66099999999997,30.0,60.0,2024-08-08 02:30:00,145.76099999999997,sl,-31.8,-3.18
2024-08-08 03:00:00,2024-08-08 03:15:00,buy,0.41128743172117616,0.01,145.83899999999997,145.53899999999996,146.43899999999996,30.0,60.0,2024-08-08 03:45:00,145.53899999999996,sl,-31.8,-3.18
2024-08-08 04:30:00,2024-08-08 04:45:00,sell,0.41613134804165297,0.01,146.36400000000003,146.66400000000004,145.76400000000004,30.0,60.0,2024-08-08 05:15:00,146.66400000000004,sl,-31.8,-3.18
2024-08-08 05:45:00,2024-08-08 06:00:00,buy,0.4306419075304658,0.01,146.45199999999997,146.15199999999996,147.05199999999996,30.0,60.0,2024-08-08 07:00:00,146.15199999999996,sl,-31.8,-3.18
2024-08-08 07:45:00,2024-08-08 08:00:00,buy,0.4248800005629061,0.01,146.23499999999999,145.93499999999997,146.83499999999998,30.0,60.0,2024-08-08 09:00:00,145.93499999999997,sl,-31.8,-3.18
2024-08-08 15:45:00,2024-08-08 16:00:00,buy,0.4274154640139395,0.01,147.22299999999998,146.92299999999997,147.82299999999998,30.0,60.0,2024-08-09 07:45:00,146.92299999999997,sl,-31.8,-3.18
2024-08-09 14:15:00,2024-08-09 14:30:00,buy,0.4025210104108615,0.01,146.90399999999997,146.60399999999996,147.50399999999996,30.0,60.0,2024-08-09 15:30:00,146.60399999999996,sl,-31.8,-3.18
2024-08-15 07:15:00,2024-08-15 07:30:00,buy,0.418385954114098,0.01,147.271,146.97099999999998,147.87099999999998,30.0,60.0,2024-08-15 15:30:00,147.87099999999998,tp,58.2,5.82
2024-08-15 15:45:00,2024-08-15 16:00:00,buy,0.42268446398480497,0.01,149.16499999999996,148.86499999999995,149.76499999999996,30.0,60.0,2024-08-15 17:00:00,148.86499999999995,sl,-31.8,-3.18
2024-08-19 09:45:00,2024-08-19 10:00:00,buy,0.41002329194509335,0.01,145.80499999999998,145.50499999999997,146.40499999999997,30.0,60.0,2024-08-19 13:00:00,146.40499999999997,tp,58.2,5.82
2024-08-19 18:45:00,2024-08-19 19:00:00,buy,0.40339697904607486,0.01,146.42899999999997,146.12899999999996,147.02899999999997,30.0,60.0,2024-08-20 04:00:00,146.12899999999996,sl,-31.8,-3.18
2024-08-20 17:00:00,2024-08-20 17:15:00,buy,0.4179807354907541,0.01,145.759,145.45899999999997,146.35899999999998,30.0,60.0,2024-08-20 19:30:00,145.45899999999997,sl,-31.8,-3.18
2024-08-21 09:15:00,2024-08-21 09:30:00,buy,0.42717963813004944,0.01,145.90099999999998,145.60099999999997,146.50099999999998,30.0,60.0,2024-08-21 16:00:00,145.60099999999997,sl,-31.8,-3.18
2024-08-21 21:15:00,2024-08-21 21:30:00,buy,0.40414596669882397,0.01,144.807,144.50699999999998,145.40699999999998,30.0,60.0,2024-08-22 03:30:00,145.40699999999998,tp,58.2,5.82
2024-08-22 07:30:00,2024-08-22 07:45:00,buy,0.4336706864984191,0.01,145.14799999999997,144.84799999999996,145.74799999999996,30.0,60.0,2024-08-22 12:15:00,145.74799999999996,tp,58.2,5.82
2024-08-22 17:15:00,2024-08-22 17:30:00,sell,0.4219345245008255,0.01,146.27,146.57000000000002,145.67000000000002,30.0,60.0,2024-08-23 04:30:00,145.67000000000002,tp,58.2,5.82
2024-08-23 04:30:00,2024-08-23 04:45:00,buy,0.41869475128954015,0.01,145.49899999999997,145.19899999999996,146.09899999999996,30.0,60.0,2024-08-23 12:45:00,146.09899999999996,tp,58.2,5.82
2024-08-23 17:30:00,2024-08-23 17:45:00,buy,0.4139463461050609,0.01,145.22799999999998,144.92799999999997,145.82799999999997,30.0,60.0,2024-08-23 18:00:00,144.92799999999997,sl,-31.8,-3.18
2024-08-23 22:00:00,2024-08-23 22:15:00,buy,0.46849645543148694,0.01,144.19699999999997,143.89699999999996,144.79699999999997,30.0,60.0,2024-08-26 01:30:00,143.89699999999996,sl,-31.8,-3.18
2024-08-26 01:45:00,2024-08-26 02:00:00,buy,0.4257846197995338,0.01,143.73699999999997,143.43699999999995,144.33699999999996,30.0,60.0,2024-08-26 15:30:00,144.33699999999996,tp,58.2,5.82
2024-08-26 16:15:00,2024-08-26 16:30:00,buy,0.4309853210686699,0.01,144.253,143.95299999999997,144.85299999999998,30.0,60.0,2024-08-27 03:45:00,144.85299999999998,tp,58.2,5.82
2024-08-27 08:00:00,2024-08-27 08:15:00,buy,0.4761950774519927,0.01,144.7,144.39999999999998,145.29999999999998,30.0,60.0,2024-08-27 15:30:00,144.39999999999998,sl,-31.8,-3.18
2024-08-27 15:30:00,2024-08-27 15:45:00,buy,0.42724230082502085,0.01,144.40499999999997,144.10499999999996,145.00499999999997,30.0,60.0,2024-08-27 19:30:00,144.10499999999996,sl,-31.8,-3.18
2024-08-27 19:30:00,2024-08-27 19:45:00,buy,0.4383144092107977,0.01,144.15099999999998,143.85099999999997,144.75099999999998,30.0,60.0,2024-08-28 01:00:00,143.85099999999997,sl,-31.8,-3.18
2024-08-28 01:30:00,2024-08-28 01:45:00,buy,0.4093047941014919,0.01,143.879,143.57899999999998,144.47899999999998,30.0,60.0,2024-08-28 06:00:00,144.47899999999998,tp,58.2,5.82
2024-08-28 12:15:00,2024-08-28 12:30:00,buy,0.4374106788238047,0.01,144.20399999999998,143.90399999999997,144.80399999999997,30.0,60.0,2024-08-28 16:00:00,144.80399999999997,tp,58.2,5.82
2024-08-28 17:45:00,2024-08-28 18:00:00,buy,0.40811648522243765,0.01,144.49499999999998,144.19499999999996,145.09499999999997,30.0,60.0,2024-08-29 15:30:00,145.09499999999997,tp,58.2,5.82
2024-08-29 16:15:00,2024-08-29 16:30:00,buy,0.44244266590893017,0.01,145.34399999999997,145.04399999999995,145.94399999999996,30.0,60.0,2024-08-29 18:45:00,145.04399999999995,sl,-31.8,-3.18
2024-08-29 19:45:00,2024-08-29 20:00:00,buy,0.4152887935211614,0.01,144.89799999999997,144.59799999999996,145.49799999999996,30.0,60.0,2024-08-30 15:30:00,145.49799999999996,tp,58.2,5.82
2024-09-03 02:45:00,2024-09-03 03:00:00,buy,0.42785748402738033,0.01,146.72199999999998,146.42199999999997,147.32199999999997,30.0,60.0,2024-09-03 07:00:00,146.42199999999997,sl,-31.8,-3.18
2024-09-03 10:45:00,2024-09-03 11:00:00,buy,0.43147670058878757,0.01,145.81099999999998,145.51099999999997,146.41099999999997,30.0,60.0,2024-09-03 16:30:00,145.51099999999997,sl,-31.8,-3.18
2024-09-03 18:15:00,2024-09-03 18:30:00,sell,0.43909477340124925,0.01,145.82800000000003,146.12800000000004,145.22800000000004,30.0,60.0,2024-09-04 02:00:00,145.22800000000004,tp,58.2,5.82
2024-09-04 03:45:00,2024-09-04 04:00:00,buy,0.41137899258220995,0.01,145.31799999999998,145.01799999999997,145.91799999999998,30.0,60.0,2024-09-04 09:45:00,145.01799999999997,sl,-31.8,-3.18
2024-09-04 09:45:00,2024-09-04 10:00:00,buy,0.4374106788238047,0.01,145.01999999999998,144.71999999999997,145.61999999999998,30.0,60.0,2024-09-04 17:00:00,144.71999999999997,sl,-31.8,-3.18
2024-09-04 17:00:00,2024-09-04 17:15:00,buy,0.47184148986777397,0.01,144.23099999999997,143.93099999999995,144.83099999999996,30.0,60.0,2024-09-04 21:45:00,143.93099999999995,sl,-31.8,-3.18
2024-09-05 02:30:00,2024-09-05 02:45:00,buy,0.42438612687683736,0.01,143.34999999999997,143.04999999999995,143.94999999999996,30.0,60.0,2024-09-05 15:15:00,143.04999999999995,sl,-31.8,-3.18
2024-09-05 15:15:00,2024-09-05 15:30:00,buy,0.44710046864747194,0.01,143.05599999999998,142.75599999999997,143.65599999999998,30.0,60.0,2024-09-05 17:00:00,143.65599999999998,tp,58.2,5.82
2024-09-05 17:30:00,2024-09-05 17:45:00,buy,0.45411595310620295,0.01,143.93099999999998,143.63099999999997,144.53099999999998,30.0,60.0,2024-09-05 18:30:00,143.63099999999997,sl,-31.8,-3.18
2024-09-05 18:30:00,2024-09-05 18:45:00,buy,0.41245572784228945,0.01,143.44799999999998,143.14799999999997,144.04799999999997,30.0,60.0,2024-09-06 04:00:00,143.14799999999997,sl,-31.8,-3.18
2024-09-06 04:00:00,2024-09-06 04:15:00,buy,0.458909977317012,0.01,143.31199999999998,143.01199999999997,143.91199999999998,30.0,60.0,2024-09-06 06:45:00,143.01199999999997,sl,-31.8,-3.18
2024-09-06 06:45:00,2024-09-06 07:00:00,buy,0.45070999061496686,0.01,142.96599999999998,142.66599999999997,143.56599999999997,30.0,60.0,2024-09-06 08:15:00,142.66599999999997,sl,-31.8,-3.18
2024-09-06 08:15:00,2024-09-06 08:30:00,buy,0.5050507027885477,0.01,142.45699999999997,142.15699999999995,143.05699999999996,30.0,60.0,2024-09-06 10:00:00,142.15699999999995,sl,-31.8,-3.18
2024-09-06 10:30:00,2024-09-06 10:45:00,buy,0.40590154829470915,0.01,142.53799999999998,142.23799999999997,143.13799999999998,30.0,60.0,2024-09-06 15:00:00,143.13799999999998,tp,58.2,5.82
2024-09-06 15:45:00,2024-09-06 16:00:00,buy,0.45875089684822196,0.01,143.19599999999997,142.89599999999996,143.79599999999996,30.0,60.0,2024-09-06 16:30:00,143.79599999999996,tp,58.2,5.82
2024-09-06 16:30:00,2024-09-06 16:45:00,buy,0.44269386238303216,0.01,143.53799999999998,143.23799999999997,144.13799999999998,30.0,60.0,2024-09-06 17:00:00,143.23799999999997,sl,-31.8,-3.18
2024-09-06 17:00:00,2024-09-06 17:15:00,buy,0.4546232342666003,0.01,142.65099999999998,142.35099999999997,143.25099999999998,30.0,60.0,2024-09-06 17:30:00,142.35099999999997,sl,-31.8,-3.18
2024-09-06 17:30:00,2024-09-06 17:45:00,buy,0.4706069584481769,0.01,142.45299999999997,142.15299999999996,143.05299999999997,30.0,60.0,2024-09-06 18:00:00,142.15299999999996,sl,-31.8,-3.18
2024-09-06 18:00:00,2024-09-06 18:15:00,buy,0.5011154340518191,0.01,142.10999999999999,141.80999999999997,142.70999999999998,30.0,60.0,2024-09-09 03:15:00,142.70999999999998,tp,58.2,5.82
2024-09-09 03:45:00,2024-09-09 04:00:00,buy,0.4146897594598962,0.01,142.688,142.38799999999998,143.28799999999998,30.0,60.0,2024-09-09 10:00:00,143.28799999999998,tp,58.2,5.82
2024-09-09 10:00:00,2024-09-09 10:15:00,buy,0.44407068551889883,0.01,143.23499999999999,142.93499999999997,143.83499999999998,30.0,60.0,2024-09-09 16:15:00,142.93499999999997,sl,-31.8,-3.18
2024-09-09 16:15:00,2024-09-09 16:30:00,buy,0.4633321051399368,0.01,142.86299999999997,142.56299999999996,143.46299999999997,30.0,60.0,2024-09-10 03:45:00,143.46299999999997,tp,58.2,5.82
2024-09-10 03:45:00,2024-09-10 04:00:00,buy,0.47020107918070997,0.01,143.42199999999997,143.12199999999996,144.02199999999996,30.0,60.0,2024-09-10 07:30:00,143.12199999999996,sl,-31.8,-3.18
2024-09-10 07:30:00,2024-09-10 07:45:00,buy,0.4429489407851957,0.01,143.09499999999997,142.79499999999996,143.69499999999996,30.0,60.0,2024-09-10 11:15:00,143.69499999999996,tp,58.2,5.82
2024-09-10 11:15:00,2024-09-10 11:30:00,buy,0.46114520567323636,0.01,143.49599999999998,143.19599999999997,144.09599999999998,30.0,60.0,2024-09-10 12:30:00,143.19599999999997,sl,-31.8,-3.18
2024-09-10 12:30:00,2024-09-10 12:45:00,buy,0.5011154340518191,0.01,143.17399999999998,142.87399999999997,143.77399999999997,30.0,60.0,2024-09-10 15:30:00,142.87399999999997,sl,-31.8,-3.18
2024-09-10 15:30:00,2024-09-10 15:45:00,buy,0.46038997713047874,0.01,142.88099999999997,142.58099999999996,143.48099999999997,30.0,60.0,2024-09-10 17:15:00,142.58099999999996,sl,-31.8,-3.18
2024-09-10 17:15:00,2024-09-10 17:30:00,buy,0.5047249560193141,0.01,142.7,142.39999999999998,143.29999999999998,30.0,60.0,2024-09-10 18:45:00,142.39999999999998,sl,-31.8,-3.18
2024-09-10 18:45:00,2024-09-10 19:00:00,buy,0.4647547276407312,0.01,142.34499999999997,142.04499999999996,142.94499999999996,30.0,60.0,2024-09-11 03:15:00,142.04499999999996,sl,-31.8,-3.18
2024-09-11 03:15:00,2024-09-11 03:30:00,buy,0.48403530075476475,0.01,142.093,141.79299999999998,142.69299999999998,30.0,60.0,2024-09-11 04:30:00,141.79299999999998,sl,-31.8,-3.18
